Phase,Innings,Over,Batting_Team,Market_Favored_Team,Current_Score,Projected_Score,Current_Run_Rate,Required_Run_Rate,Market_Win_Probability,Model_Prob_Loss,Model_Prob_Win,Actual_Result,Actual_Outcome,Predicted_Result,Predicted_Outcome,Prediction_Correct,Bowling_Team,Model_Favored_Team,Model_Market_Diff,Abs_Model_Market_Diff,Value_Bet,Value_Category,Model_Win_Pct,Market_Win_Pct,Diff_Pct,Market_Favored_Win_Pct,Market_Favored_Probability,Market_Prob_Team,Market_Favors_Batting,Model_Market_Team_Agreement,over_num,ball_num,Model_Correct
,2,1.1.3,LSG,CSK,4.0,53.0,2.67,11.19,0.9195,0.88,0.12,1,Win,0,Loss,False,Unknown,Unknown,-0.8,0.8,No,Strong Overvalued,12.0,92.0,-80.0,8.0,0.08,Unknown,False,False,1.0,1.0,False
,2,1.1.4,LSG,CSK,10.0,120.0,6.0,10.96,0.9195,0.86,0.14,1,Win,0,Loss,False,Unknown,Unknown,-0.78,0.78,No,Strong Overvalued,14.0,92.0,-78.0,8.0,0.08,Unknown,False,False,1.0,1.0,False
,2,1.1.5,LSG,CSK,10.0,109.0,5.45,11.06,0.9195,0.85,0.15,1,Win,0,Loss,False,Unknown,Unknown,-0.77,0.77,No,Strong Overvalued,15.0,92.0,-77.0,8.0,0.08,Unknown,False,False,1.0,1.0,False
,2,1.1.6,LSG,CSK,11.0,110.0,5.5,11.11,0.9195,0.85,0.15,1,Win,0,Loss,False,Unknown,Unknown,-0.77,0.77,No,Strong Overvalued,15.0,92.0,-77.0,8.0,0.08,Unknown,False,False,1.0,1.0,False
,1,1.1.1,DC,DC,10.0,171.0,8.57,,0.5223,0.15,0.85,1,Win,1,Win,True,Unknown,DC,0.328,0.328,Yes,Strong Value,85.0,52.2,32.8,52.2,0.522,DC,True,True,1.0,1.0,True
,1,1.1.2,DC,DC,10.0,150.0,7.5,,0.5223,0.18,0.82,1,Win,1,Win,True,Unknown,DC,0.298,0.298,Yes,Strong Value,82.0,52.2,29.8,52.2,0.522,DC,True,True,1.0,1.0,True
,1,1.1.2,DC,DC,11.0,165.0,8.25,,0.5223,0.16,0.84,1,Win,1,Win,True,Unknown,DC,0.318,0.318,Yes,Strong Value,84.0,52.2,31.8,52.2,0.522,DC,True,True,1.0,1.0,True
,1,1.1.3,DC,DC,11.0,147.0,7.33,,0.5223,0.18,0.82,1,Win,1,Win,True,Unknown,DC,0.298,0.298,Yes,Strong Value,82.0,52.2,29.8,52.2,0.522,DC,True,True,1.0,1.0,True
,1,1.1.4,DC,DC,17.0,204.0,10.2,,0.5223,0.13,0.87,1,Win,1,Win,True,Unknown,DC,0.348,0.348,Yes,Strong Value,87.0,52.2,34.8,52.2,0.522,DC,True,True,1.0,1.0,True
,1,1.1.5,DC,DC,21.0,229.0,11.45,,0.5223,0.1,0.9,1,Win,1,Win,True,Unknown,DC,0.378,0.378,Yes,Strong Value,90.0,52.2,37.8,52.2,0.522,DC,True,True,1.0,1.0,True
,1,1.1.6,DC,DC,22.0,220.0,11.0,,0.5223,0.13,0.87,1,Win,1,Win,True,Unknown,DC,0.348,0.348,Yes,Strong Value,87.0,52.2,34.8,52.2,0.522,DC,True,True,1.0,1.0,True
,2,1.1.1,GT,DC,13.0,223.0,11.14,11.26,0.909,0.67,0.33,0,Loss,0,Loss,True,Unknown,Unknown,-0.579,0.579,No,Strong Overvalued,33.0,90.9,-57.9,9.099999999999994,0.0909999999999999,Unknown,False,False,1.0,1.0,True
,2,1.1.2,GT,DC,13.0,195.0,9.75,11.36,0.909,0.71,0.29,0,Loss,0,Loss,True,Unknown,Unknown,-0.619,0.619,No,Strong Overvalued,29.0,90.9,-61.9,9.099999999999994,0.0909999999999999,Unknown,False,False,1.0,1.0,True
,2,1.1.3,GT,DC,13.0,173.0,8.67,11.46,0.909,0.66,0.34,0,Loss,0,Loss,True,Unknown,Unknown,-0.569,0.569,No,Strong Overvalued,34.0,90.9,-56.9,9.099999999999994,0.0909999999999999,Unknown,False,False,1.0,1.0,True
,2,1.1.4,GT,DC,19.0,228.0,11.4,11.24,0.909,0.64,0.36,0,Loss,0,Loss,True,Unknown,Unknown,-0.549,0.549,No,Strong Overvalued,36.0,90.9,-54.9,9.099999999999994,0.0909999999999999,Unknown,False,False,1.0,1.0,True
,2,1.1.5,GT,DC,20.0,218.0,10.91,11.28,0.909,0.67,0.33,0,Loss,0,Loss,True,Unknown,Unknown,-0.579,0.579,No,Strong Overvalued,33.0,90.9,-57.9,9.099999999999994,0.0909999999999999,Unknown,False,False,1.0,1.0,True
,2,1.1.6,GT,DC,24.0,240.0,12.0,11.17,0.909,0.64,0.36,0,Loss,0,Loss,True,Unknown,Unknown,-0.549,0.549,No,Strong Overvalued,36.0,90.9,-54.9,9.099999999999994,0.0909999999999999,Unknown,False,False,1.0,1.0,True
,1,1.1.1,RCB,RCB,14.0,240.0,12.0,,0.5452,0.48,0.52,1,Win,1,Win,True,Unknown,RCB,-0.025,0.025,No,Neutral,52.0,54.5,-2.5,54.5,0.545,RCB,True,True,1.0,1.0,True
,1,1.1.2,RCB,RCB,15.0,225.0,11.25,,0.5452,0.51,0.49,1,Win,0,Loss,False,Unknown,Unknown,-0.055,0.055,No,Slight Overvalued,49.0,54.5,-5.5,54.5,0.545,RCB,True,False,1.0,1.0,False
,1,1.1.3,RCB,RCB,15.0,200.0,10.0,,0.5452,0.56,0.44,1,Win,0,Loss,False,Unknown,Unknown,-0.105,0.105,No,Strong Overvalued,44.0,54.5,-10.5,54.5,0.545,RCB,True,False,1.0,1.0,False
,1,1.1.4,RCB,RCB,16.0,192.0,9.6,,0.5452,0.55,0.45,1,Win,0,Loss,False,Unknown,Unknown,-0.095,0.095,No,Slight Overvalued,45.0,54.5,-9.5,54.5,0.545,RCB,True,False,1.0,1.0,False
,1,1.1.5,RCB,RCB,20.0,218.0,10.91,,0.5452,0.54,0.46,1,Win,0,Loss,False,Unknown,Unknown,-0.085,0.085,No,Slight Overvalued,46.0,54.5,-8.5,54.5,0.545,RCB,True,False,1.0,1.0,False
,1,1.1.6,RCB,RCB,24.0,240.0,12.0,,0.5452,0.49,0.51,1,Win,1,Win,True,Unknown,RCB,-0.035,0.035,No,Neutral,51.0,54.5,-3.5,54.5,0.545,RCB,True,True,1.0,1.0,True
,2,1.1.1,SRH,RCB,4.0,69.0,3.43,10.78,0.823,0.54,0.46,0,Loss,0,Loss,True,Unknown,Unknown,-0.363,0.363,No,Strong Overvalued,46.0,82.3,-36.3,17.700000000000003,0.177,Unknown,False,False,1.0,1.0,True
,2,1.1.2,SRH,RCB,4.0,60.0,3.0,10.88,0.823,0.53,0.47,0,Loss,0,Loss,True,Unknown,Unknown,-0.353,0.353,No,Strong Overvalued,47.0,82.3,-35.3,17.700000000000003,0.177,Unknown,False,False,1.0,1.0,True
,2,1.1.3,SRH,RCB,5.0,67.0,3.33,10.92,0.823,0.54,0.46,0,Loss,0,Loss,True,Unknown,Unknown,-0.363,0.363,No,Strong Overvalued,46.0,82.3,-36.3,17.700000000000003,0.177,Unknown,False,False,1.0,1.0,True
,2,1.1.4,SRH,RCB,9.0,108.0,5.4,10.8,0.823,0.52,0.48,0,Loss,0,Loss,True,Unknown,Unknown,-0.343,0.343,No,Strong Overvalued,48.0,82.3,-34.3,17.700000000000003,0.177,Unknown,False,False,1.0,1.0,True
,2,1.1.4,SRH,RCB,10.0,120.0,6.0,10.75,0.823,0.53,0.47,0,Loss,0,Loss,True,Unknown,Unknown,-0.353,0.353,No,Strong Overvalued,47.0,82.3,-35.3,17.700000000000003,0.177,Unknown,False,False,1.0,1.0,True
,2,1.1.5,SRH,RCB,11.0,120.0,6.0,10.79,0.823,0.54,0.46,0,Loss,0,Loss,True,Unknown,Unknown,-0.363,0.363,No,Strong Overvalued,46.0,82.3,-36.3,17.700000000000003,0.177,Unknown,False,False,1.0,1.0,True
,2,1.1.6,SRH,RCB,11.0,110.0,5.5,10.89,0.823,0.56,0.44,0,Loss,0,Loss,True,Unknown,Unknown,-0.383,0.383,No,Strong Overvalued,44.0,82.3,-38.3,17.700000000000003,0.177,Unknown,False,False,1.0,1.0,True
,1,1.1.1,CSK,SRH,5.0,86.0,4.29,,0.5379,0.71,0.29,1,Win,0,Loss,False,Unknown,Unknown,-0.248,0.248,No,Strong Overvalued,29.0,53.8,-24.8,46.2,0.462,Unknown,False,False,1.0,1.0,False
,1,1.1.1,CSK,SRH,6.0,103.0,5.14,,0.5379,0.73,0.27,1,Win,0,Loss,False,Unknown,Unknown,-0.268,0.268,No,Strong Overvalued,27.0,53.8,-26.8,46.2,0.462,Unknown,False,False,1.0,1.0,False
,1,1.1.2,CSK,SRH,7.0,105.0,5.25,,0.5379,0.71,0.29,1,Win,0,Loss,False,Unknown,Unknown,-0.248,0.248,No,Strong Overvalued,29.0,53.8,-24.8,46.2,0.462,Unknown,False,False,1.0,1.0,False
,1,1.1.3,CSK,SRH,8.0,107.0,5.33,,0.5379,0.71,0.29,1,Win,0,Loss,False,Unknown,Unknown,-0.248,0.248,No,Strong Overvalued,29.0,53.8,-24.8,46.2,0.462,Unknown,False,False,1.0,1.0,False
,1,1.1.4,CSK,SRH,8.0,96.0,4.8,,0.5379,0.71,0.29,1,Win,0,Loss,False,Unknown,Unknown,-0.248,0.248,No,Strong Overvalued,29.0,53.8,-24.8,46.2,0.462,Unknown,False,False,1.0,1.0,False
,1,1.1.5,CSK,SRH,9.0,98.0,4.91,,0.5379,0.72,0.28,1,Win,0,Loss,False,Unknown,Unknown,-0.258,0.258,No,Strong Overvalued,28.0,53.8,-25.8,46.2,0.462,Unknown,False,False,1.0,1.0,False
,1,1.1.6,CSK,SRH,13.0,130.0,6.5,,0.5379,0.73,0.27,1,Win,0,Loss,False,Unknown,Unknown,-0.268,0.268,No,Strong Overvalued,27.0,53.8,-26.8,46.2,0.462,Unknown,False,False,1.0,1.0,False
,2,1.1.1,SRH,CSK,13.0,223.0,11.14,10.62,0.8206,0.7,0.3,0,Loss,0,Loss,True,Unknown,Unknown,-0.521,0.521,No,Strong Overvalued,30.0,82.1,-52.1,17.900000000000006,0.179,Unknown,False,False,1.0,1.0,True
,2,1.1.2,SRH,CSK,14.0,210.0,10.5,10.66,0.8206,0.71,0.29,0,Loss,0,Loss,True,Unknown,Unknown,-0.531,0.531,No,Strong Overvalued,29.0,82.1,-53.1,17.900000000000006,0.179,Unknown,False,False,1.0,1.0,True
,2,1.1.3,SRH,CSK,20.0,267.0,13.33,10.43,0.8206,0.65,0.35,0,Loss,0,Loss,True,Unknown,Unknown,-0.471,0.471,No,Strong Overvalued,35.0,82.1,-47.1,17.900000000000006,0.179,Unknown,False,False,1.0,1.0,True
,2,1.1.4,SRH,CSK,21.0,252.0,12.6,10.47,0.8206,0.66,0.34,0,Loss,0,Loss,True,Unknown,Unknown,-0.481,0.481,No,Strong Overvalued,34.0,82.1,-48.1,17.900000000000006,0.179,Unknown,False,False,1.0,1.0,True
,2,1.1.5,SRH,CSK,21.0,229.0,11.45,10.57,0.8206,0.74,0.26,0,Loss,0,Loss,True,Unknown,Unknown,-0.561,0.561,No,Strong Overvalued,26.0,82.1,-56.1,17.900000000000006,0.179,Unknown,False,False,1.0,1.0,True
,2,1.1.6,SRH,CSK,21.0,210.0,10.5,10.67,0.8206,0.83,0.17,0,Loss,0,Loss,True,Unknown,Unknown,-0.651,0.651,No,Strong Overvalued,17.0,82.1,-65.1,17.900000000000006,0.179,Unknown,False,False,1.0,1.0,True
,1,1.1.1,DC,DC,16.0,274.0,13.71,,0.6609999999999999,0.62,0.38,0,Loss,0,Loss,True,Unknown,Unknown,-0.281,0.281,No,Strong Overvalued,38.0,66.1,-28.1,66.1,0.6609999999999999,DC,True,False,1.0,1.0,True
,1,1.1.1,DC,DC,17.0,291.0,14.57,,0.6609999999999999,0.61,0.39,0,Loss,0,Loss,True,Unknown,Unknown,-0.271,0.271,No,Strong Overvalued,39.0,66.1,-27.1,66.1,0.6609999999999999,DC,True,False,1.0,1.0,True
,1,1.1.2,DC,DC,17.0,255.0,12.75,,0.6609999999999999,0.62,0.38,0,Loss,0,Loss,True,Unknown,Unknown,-0.281,0.281,No,Strong Overvalued,38.0,66.1,-28.1,66.1,0.6609999999999999,DC,True,False,1.0,1.0,True
,1,1.1.3,DC,DC,17.0,227.0,11.33,,0.6609999999999999,0.63,0.37,0,Loss,0,Loss,True,Unknown,Unknown,-0.291,0.291,No,Strong Overvalued,37.0,66.1,-29.1,66.1,0.6609999999999999,DC,True,False,1.0,1.0,True
,1,1.1.4,DC,DC,17.0,204.0,10.2,,0.6609999999999999,0.68,0.32,0,Loss,0,Loss,True,Unknown,Unknown,-0.341,0.341,No,Strong Overvalued,32.0,66.1,-34.1,66.1,0.6609999999999999,DC,True,False,1.0,1.0,True
,1,1.1.4,DC,DC,18.0,216.0,10.8,,0.6609999999999999,0.69,0.31,0,Loss,0,Loss,True,Unknown,Unknown,-0.351,0.351,No,Strong Overvalued,31.0,66.1,-35.1,66.1,0.6609999999999999,DC,True,False,1.0,1.0,True
,1,1.1.5,DC,DC,18.0,196.0,9.82,,0.6609999999999999,0.67,0.33,0,Loss,0,Loss,True,Unknown,Unknown,-0.331,0.331,No,Strong Overvalued,33.0,66.1,-33.1,66.1,0.6609999999999999,DC,True,False,1.0,1.0,True
,1,1.1.6,DC,DC,18.0,180.0,9.0,,0.6609999999999999,0.63,0.37,0,Loss,0,Loss,True,Unknown,Unknown,-0.291,0.291,No,Strong Overvalued,37.0,66.1,-29.1,66.1,0.6609999999999999,DC,True,False,1.0,1.0,True
,2,1.1.1,KKR,KKR,25.0,429.0,21.43,6.85,0.8656,0.14,0.86,1,Win,1,Win,True,Unknown,KKR,-0.006,0.006,No,Neutral,86.0,86.6,-0.6,86.6,0.866,KKR,True,True,1.0,1.0,True
,2,1.1.2,KKR,KKR,25.0,375.0,18.75,6.91,0.8656,0.14,0.86,1,Win,1,Win,True,Unknown,KKR,-0.006,0.006,No,Neutral,86.0,86.6,-0.6,86.6,0.866,KKR,True,True,1.0,1.0,True
,2,1.1.3,KKR,KKR,25.0,333.0,16.67,6.97,0.8656,0.14,0.86,1,Win,1,Win,True,Unknown,KKR,-0.006,0.006,No,Neutral,86.0,86.6,-0.6,86.6,0.866,KKR,True,True,1.0,1.0,True
,2,1.1.4,KKR,KKR,25.0,300.0,15.0,7.04,0.8656,0.15,0.85,1,Win,1,Win,True,Unknown,KKR,-0.016,0.016,No,Neutral,85.0,86.6,-1.6,86.6,0.866,KKR,True,True,1.0,1.0,True
,2,1.1.5,KKR,KKR,27.0,295.0,14.73,6.99,0.8656,0.14,0.86,1,Win,1,Win,True,Unknown,KKR,-0.006,0.006,No,Neutral,86.0,86.6,-0.6,86.6,0.866,KKR,True,True,1.0,1.0,True
,2,1.1.6,KKR,KKR,27.0,270.0,13.5,7.06,0.8656,0.15,0.85,1,Win,1,Win,True,Unknown,KKR,-0.016,0.016,No,Neutral,85.0,86.6,-1.6,86.6,0.866,KKR,True,True,1.0,1.0,True
,1,1.1.1,MI,LSG,3.0,51.0,2.57,,0.5151,0.44,0.56,0,Loss,1,Win,False,Unknown,MI,0.045,0.045,No,Neutral,56.0,51.5,4.5,48.5,0.485,Unknown,False,False,1.0,1.0,False
,1,1.1.2,MI,LSG,7.0,105.0,5.25,,0.5151,0.44,0.56,0,Loss,1,Win,False,Unknown,MI,0.045,0.045,No,Neutral,56.0,51.5,4.5,48.5,0.485,Unknown,False,False,1.0,1.0,False
,1,1.1.3,MI,LSG,7.0,93.0,4.67,,0.5151,0.59,0.41,0,Loss,0,Loss,True,Unknown,Unknown,-0.105,0.105,No,Strong Overvalued,41.0,51.5,-10.5,48.5,0.485,Unknown,False,False,1.0,1.0,True
,1,1.1.4,MI,LSG,7.0,84.0,4.2,,0.5151,0.25,0.75,0,Loss,1,Win,False,Unknown,MI,0.235,0.235,Yes,Strong Value,75.0,51.5,23.5,48.5,0.485,Unknown,False,False,1.0,1.0,False
,1,1.1.5,MI,LSG,7.0,76.0,3.82,,0.5151,0.25,0.75,0,Loss,1,Win,False,Unknown,MI,0.235,0.235,Yes,Strong Value,75.0,51.5,23.5,48.5,0.485,Unknown,False,False,1.0,1.0,False
,1,1.1.6,MI,LSG,8.0,80.0,4.0,,0.5151,0.25,0.75,0,Loss,1,Win,False,Unknown,MI,0.235,0.235,Yes,Strong Value,75.0,51.5,23.5,48.5,0.485,Unknown,False,False,1.0,1.0,False
,2,1.1.1,LSG,LSG,1.0,17.0,0.86,7.65,0.6807,0.33,0.67,1,Win,1,Win,True,Unknown,LSG,-0.011,0.011,No,Neutral,67.0,68.1,-1.1,68.1,0.6809999999999999,LSG,True,True,1.0,1.0,True
,2,1.1.2,LSG,LSG,1.0,15.0,0.75,7.71,0.6807,0.33,0.67,1,Win,1,Win,True,Unknown,LSG,-0.011,0.011,No,Neutral,67.0,68.1,-1.1,68.1,0.6809999999999999,LSG,True,True,1.0,1.0,True
,2,1.1.3,LSG,LSG,3.0,40.0,2.0,7.68,0.6807,0.35,0.65,1,Win,1,Win,True,Unknown,LSG,-0.031,0.031,No,Neutral,65.0,68.1,-3.1,68.1,0.6809999999999999,LSG,True,True,1.0,1.0,True
,2,1.1.4,LSG,LSG,3.0,36.0,1.8,7.75,0.6807,0.35,0.65,1,Win,1,Win,True,Unknown,LSG,-0.031,0.031,No,Neutral,65.0,68.1,-3.1,68.1,0.6809999999999999,LSG,True,True,1.0,1.0,True
,2,1.1.5,LSG,LSG,4.0,44.0,2.18,7.76,0.6807,0.36,0.64,1,Win,1,Win,True,Unknown,LSG,-0.041,0.041,No,Neutral,64.0,68.1,-4.1,68.1,0.6809999999999999,LSG,True,True,1.0,1.0,True
,2,1.1.6,LSG,LSG,8.0,80.0,4.0,7.61,0.6807,0.36,0.64,1,Win,1,Win,True,Unknown,LSG,-0.041,0.041,No,Neutral,64.0,68.1,-4.1,68.1,0.6809999999999999,LSG,True,True,1.0,1.0,True
,1,1.1.1,RCB,RCB,10.0,171.0,8.57,,0.5686,0.56,0.44,1,Win,0,Loss,False,Unknown,Unknown,-0.129,0.129,No,Strong Overvalued,44.0,56.9,-12.9,56.9,0.569,RCB,True,False,1.0,1.0,False
,1,1.1.2,RCB,RCB,14.0,210.0,10.5,,0.5686,0.54,0.46,1,Win,0,Loss,False,Unknown,Unknown,-0.109,0.109,No,Strong Overvalued,46.0,56.9,-10.9,56.9,0.569,RCB,True,False,1.0,1.0,False
,1,1.1.3,RCB,RCB,15.0,200.0,10.0,,0.5686,0.54,0.46,1,Win,0,Loss,False,Unknown,Unknown,-0.109,0.109,No,Strong Overvalued,46.0,56.9,-10.9,56.9,0.569,RCB,True,False,1.0,1.0,False
,1,1.1.4,RCB,RCB,16.0,192.0,9.6,,0.5686,0.52,0.48,1,Win,0,Loss,False,Unknown,Unknown,-0.089,0.089,No,Slight Overvalued,48.0,56.9,-8.9,56.9,0.569,RCB,True,False,1.0,1.0,False
,1,1.1.5,RCB,RCB,17.0,185.0,9.27,,0.5686,0.53,0.47,1,Win,0,Loss,False,Unknown,Unknown,-0.099,0.099,No,Slight Overvalued,47.0,56.9,-9.9,56.9,0.569,RCB,True,False,1.0,1.0,False
,1,1.1.6,RCB,RCB,23.0,230.0,11.5,,0.5686,0.37,0.63,1,Win,1,Win,True,Unknown,RCB,0.061,0.061,Yes,Slight Value,63.0,56.9,6.1,56.9,0.569,RCB,True,True,1.0,1.0,True
,2,1.1.1,DC,RCB,10.0,171.0,8.57,9.45,0.6104999999999999,0.48,0.52,0,Loss,1,Win,False,Unknown,DC,-0.09,0.09,No,Slight Overvalued,52.0,61.0,-9.0,39.0,0.39,Unknown,False,False,1.0,1.0,False
,2,1.1.2,DC,RCB,10.0,150.0,7.5,9.54,0.6104999999999999,0.54,0.46,0,Loss,0,Loss,True,Unknown,Unknown,-0.15,0.15,No,Strong Overvalued,46.0,61.0,-15.0,39.0,0.39,Unknown,False,False,1.0,1.0,True
,2,1.1.3,DC,RCB,16.0,213.0,10.67,9.3,0.6104999999999999,0.42,0.58,0,Loss,1,Win,False,Unknown,DC,-0.03,0.03,No,Neutral,58.0,61.0,-3.0,39.0,0.39,Unknown,False,False,1.0,1.0,False
,2,1.1.4,DC,RCB,16.0,192.0,9.6,9.38,0.6104999999999999,0.4,0.6,0,Loss,1,Win,False,Unknown,DC,-0.01,0.01,No,Neutral,60.0,61.0,-1.0,39.0,0.39,Unknown,False,False,1.0,1.0,False
,2,1.1.5,DC,RCB,20.0,218.0,10.91,9.25,0.6104999999999999,0.42,0.58,0,Loss,1,Win,False,Unknown,DC,-0.03,0.03,No,Neutral,58.0,61.0,-3.0,39.0,0.39,Unknown,False,False,1.0,1.0,False
,2,1.1.6,DC,RCB,24.0,240.0,12.0,9.11,0.6104999999999999,0.37,0.63,0,Loss,1,Win,False,Unknown,DC,0.02,0.02,No,Neutral,63.0,61.0,2.0,39.0,0.39,Unknown,False,False,1.0,1.0,False
,1,1.1.1,RR,RR,10.0,171.0,8.57,,0.5172,0.46,0.54,0,Loss,1,Win,False,Unknown,RR,0.023,0.023,No,Neutral,54.0,51.7,2.3,51.7,0.517,RR,True,True,1.0,1.0,False
,1,1.1.2,RR,RR,10.0,150.0,7.5,,0.5172,0.47,0.53,0,Loss,1,Win,False,Unknown,RR,0.013,0.013,No,Neutral,53.0,51.7,1.3,51.7,0.517,RR,True,True,1.0,1.0,False
,1,1.1.3,RR,RR,10.0,133.0,6.67,,0.5172,0.46,0.54,0,Loss,1,Win,False,Unknown,RR,0.023,0.023,No,Neutral,54.0,51.7,2.3,51.7,0.517,RR,True,True,1.0,1.0,False
,1,1.1.4,RR,RR,11.0,132.0,6.6,,0.5172,0.45,0.55,0,Loss,1,Win,False,Unknown,RR,0.033,0.033,No,Neutral,55.0,51.7,3.3,51.7,0.517,RR,True,True,1.0,1.0,False
,1,1.1.5,RR,RR,11.0,120.0,6.0,,0.5172,0.46,0.54,0,Loss,1,Win,False,Unknown,RR,0.023,0.023,No,Neutral,54.0,51.7,2.3,51.7,0.517,RR,True,True,1.0,1.0,False
,1,1.1.6,RR,RR,15.0,150.0,7.5,,0.5172,0.45,0.55,0,Loss,1,Win,False,Unknown,RR,0.033,0.033,No,Neutral,55.0,51.7,3.3,51.7,0.517,RR,True,True,1.0,1.0,False
,2,1.1.1,PBKS,PBKS,6.0,103.0,5.14,7.38,0.7304,0.51,0.49,1,Win,0,Loss,False,Unknown,Unknown,-0.24,0.24,No,Strong Overvalued,49.0,73.0,-24.0,73.0,0.73,PBKS,True,False,1.0,1.0,False
,2,1.1.2,PBKS,PBKS,7.0,105.0,5.25,7.39,0.7304,0.51,0.49,1,Win,0,Loss,False,Unknown,Unknown,-0.24,0.24,No,Strong Overvalued,49.0,73.0,-24.0,73.0,0.73,PBKS,True,False,1.0,1.0,False
,2,1.1.3,PBKS,PBKS,7.0,93.0,4.67,7.46,0.7304,0.51,0.49,1,Win,0,Loss,False,Unknown,Unknown,-0.24,0.24,No,Strong Overvalued,49.0,73.0,-24.0,73.0,0.73,PBKS,True,False,1.0,1.0,False
,2,1.1.4,PBKS,PBKS,9.0,108.0,5.4,7.42,0.7304,0.52,0.48,1,Win,0,Loss,False,Unknown,Unknown,-0.25,0.25,No,Strong Overvalued,48.0,73.0,-25.0,73.0,0.73,PBKS,True,False,1.0,1.0,False
,2,1.1.5,PBKS,PBKS,13.0,142.0,7.09,7.27,0.7304,0.47,0.53,1,Win,1,Win,True,Unknown,PBKS,-0.2,0.2,No,Strong Overvalued,53.0,73.0,-20.0,73.0,0.73,PBKS,True,True,1.0,1.0,True
,2,1.1.6,PBKS,PBKS,13.0,130.0,6.5,7.33,0.7304,0.51,0.49,1,Win,0,Loss,False,Unknown,Unknown,-0.24,0.24,No,Strong Overvalued,49.0,73.0,-24.0,73.0,0.73,PBKS,True,False,1.0,1.0,False
,1,1.1.1,SRH,SRH,13.0,223.0,11.14,,0.5953,0.4,0.6,1,Win,1,Win,True,Unknown,SRH,0.005,0.005,No,Neutral,60.0,59.5,0.5,59.5,0.595,SRH,True,True,1.0,1.0,True
,1,1.1.2,SRH,SRH,14.0,210.0,10.5,,0.5953,0.39,0.61,1,Win,1,Win,True,Unknown,SRH,0.015,0.015,No,Neutral,61.0,59.5,1.5,59.5,0.595,SRH,True,True,1.0,1.0,True
,1,1.1.3,SRH,SRH,16.0,213.0,10.67,,0.5953,0.4,0.6,1,Win,1,Win,True,Unknown,SRH,0.005,0.005,No,Neutral,60.0,59.5,0.5,59.5,0.595,SRH,True,True,1.0,1.0,True
,1,1.1.4,SRH,SRH,17.0,204.0,10.2,,0.5953,0.41,0.59,1,Win,1,Win,True,Unknown,SRH,-0.005,0.005,No,Neutral,59.0,59.5,-0.5,59.5,0.595,SRH,True,True,1.0,1.0,True
,1,1.1.5,SRH,SRH,18.0,196.0,9.82,,0.5953,0.4,0.6,1,Win,1,Win,True,Unknown,SRH,0.005,0.005,No,Neutral,60.0,59.5,0.5,59.5,0.595,SRH,True,True,1.0,1.0,True
,1,1.1.6,SRH,SRH,22.0,220.0,11.0,,0.5953,0.39,0.61,1,Win,1,Win,True,Unknown,SRH,0.015,0.015,No,Neutral,61.0,59.5,1.5,59.5,0.595,SRH,True,True,1.0,1.0,True
,2,1.1.1,RR,RR,9.0,154.0,7.71,8.87,0.5575,0.42,0.58,0,Loss,1,Win,False,Unknown,RR,0.022,0.022,No,Neutral,58.0,55.8,2.2,55.8,0.5579999999999999,RR,True,True,1.0,1.0,False
,2,1.1.2,RR,RR,10.0,150.0,7.5,8.89,0.5575,0.44,0.56,0,Loss,1,Win,False,Unknown,RR,0.003,0.003,No,Neutral,56.0,55.8,0.3,55.8,0.5579999999999999,RR,True,True,1.0,1.0,False
,2,1.1.3,RR,RR,12.0,160.0,8.0,8.86,0.5575,0.38,0.62,0,Loss,1,Win,False,Unknown,RR,0.062,0.062,Yes,Slight Value,62.0,55.8,6.2,55.8,0.5579999999999999,RR,True,True,1.0,1.0,False
,2,1.1.4,RR,RR,12.0,144.0,7.2,8.95,0.5575,0.45,0.55,0,Loss,1,Win,False,Unknown,RR,-0.007,0.007,No,Neutral,55.0,55.8,-0.7,55.8,0.5579999999999999,RR,True,True,1.0,1.0,False
,2,1.1.5,RR,RR,12.0,131.0,6.55,9.03,0.5575,0.48,0.52,0,Loss,1,Win,False,Unknown,RR,-0.037,0.037,No,Neutral,52.0,55.8,-3.7,55.8,0.5579999999999999,RR,True,True,1.0,1.0,False
,2,1.1.6,RR,RR,13.0,130.0,6.5,9.06,0.5575,0.48,0.52,0,Loss,1,Win,False,Unknown,RR,-0.037,0.037,No,Neutral,52.0,55.8,-3.7,55.8,0.5579999999999999,RR,True,True,1.0,1.0,False
